name,official_school_name,place_id,Number who sat the Leaving Cert in June 2017,UCD,TCD,DCU,UL,Maynooth University,NUIG,UCC,St. Angela’s,QUB,Ulster University,Blanchardstown IT,National College of Ireland,DIT,Tallaght,Athlone IT,CIT,Dundalk,Galway-Mayo IT,IADT,IT Carlow,IT Sligo,IT Tralee,IT Letterkenny,IT Limerick,IT Waterford,Marino Institute of Education,Mary Immaculate,NCAD,RCSI,Griffith College,Dublin Business School,Irish College for Humanities and Applied Sciences,Total number (all years) who,  Totalprogression(allyears)to 
"Scoil Phobail Sliabh Luachra, Rathmore ",Scoil Phobail Sliabh Luachra,ChIJby7j7NUgRUgRiM1BJ8ZmYBY,81,1,0,0,16,0,1,14,1,0,0,0,0,0,0,0,20,2,0,0,0,0,7,0,1,2,0,6,0,0,0,0,0,71,0.88
"Coláiste na Sceilge, Caherciveen ",Colaiste na Sceilge,ChIJceY2RRvzT0gRYZs4Kv4cikk,77,0,0,0,9,0,2,13,0,0,0,0,0,1,0,0,16,0,0,0,1,0,13,0,4,1,1,4,0,1,0,1,0,67,0.87
"Coláiste Ide, An Daingean, Tra Li ",Tralee,ChIJ6WJcGmQ1RUgRfzYwl2PgcWw,29,5,2,0,4,1,3,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,2,0,0,0,0,0,25,0.86
"Killarney Community College, New Road, Killlarney ",Killarney Community College,ChIJWeYCrPg7RUgR0Sv76FnVb9w,63,0,2,0,2,0,2,12,0,0,0,0,0,0,0,0,14,0,0,0,0,0,18,0,2,0,0,2,0,0,0,0,0,54,0.86
"St. Joseph’s Sec School, Doon Road, Ballybunion ",St Josephs Secondary School,ChIJi62FXc3FWkgRtX2O0MYu1UA,30,1,1,0,7,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,25,0.83
"St. Mary’s CBS The Green, Dan Spring Road, Tralee ",CBS The Green,ChIJrU4nCXA1RUgRG8eDI9XigNU,79,0,1,1,10,0,7,11,0,0,0,0,0,1,1,0,9,0,0,0,0,0,20,0,1,0,0,3,0,0,0,0,0,65,0.82
"St. Michael’s College, Listowel ",St. Michael's College,ChIJFdvUcgPRWkgR4YEgDrZvwTo,28,0,0,0,6,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,2,0,0,2,0,0,0,0,0,23,0.82
"Pobailscoil Chorca Dhuibhne, An Gróbh, Daingean Ui Chuis ",Pobalscoil Chorca Dhuibhne,ChIJe1TpCcT7T0gRsMST_Z4Eeug,72,8,1,0,5,0,8,12,0,0,0,0,0,0,0,1,9,0,3,0,0,0,3,0,1,1,1,4,0,0,0,0,0,57,0.79
"An Scoil Idirmheanach, Cill Orglan ",Killorglin,ChIJI5Zzd8JFRUgRYHsxl6nHAAo,144,9,5,2,13,0,7,38,0,0,0,0,0,0,0,1,14,0,0,1,0,0,14,0,1,1,1,6,0,1,0,0,0,114,0.79
"St. Brendan’s College, Killarney ",St. Brendan's College,ChIJk91_awc8RUgRJK9dvGcUY-Y,60,0,0,1,3,0,4,9,0,0,0,0,0,0,0,0,13,0,1,0,0,0,15,0,0,1,0,0,0,0,0,0,0,47,0.78
"Kenmare Community School, Kenmare, Killarney, Co.Kerry ",Kenmare,ChIJGZ38CKtsRUgR8Bcyl6nHAAo,82,1,0,0,9,0,5,19,0,0,0,0,0,0,1,1,17,0,0,0,0,0,1,0,4,0,0,5,0,0,0,0,0,63,0.77
"Castleisland Community College, Tonbwee, Castleisland ",Castleisland Community College,ChIJWVrwyRouRUgRV8HrJnGRX08,46,0,0,0,2,0,0,10,0,0,0,0,0,0,0,1,5,0,2,0,0,0,10,0,2,0,0,1,0,1,0,0,0,34,0.74
"Presentation Secondary School, Miltown, Killarney ",Presentation Secondary School,ChIJ7zVqI2VIRUgRsLue62N5sto,114,2,2,0,11,0,5,16,0,0,0,1,1,0,0,0,9,1,3,0,0,0,22,0,0,1,1,8,0,0,1,0,0,84,0.74
"Scoil Chuimsitheach An Tochar, An Tochar, Tra Lí ",Causeway,ChIJEZGt07jJWkgRUNAxl6nHAAo,114,0,0,0,13,0,1,12,0,1,0,0,0,0,0,0,9,0,2,0,0,0,34,0,4,0,0,6,0,0,0,0,0,82,0.72
"Meán Sc. Nua an Leith Triúigh, Castlegregory ",Meán Scoil Nua an Leith-Triúigh,ChIJkXH0x5xTRUgRPodsuMDXFPI,20,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,14,0.7
"Killorglin Community College, Killorglin ",Killorglin Community College,ChIJYV5jwsJFRUgRvjkkkY2s1xU,33,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,15,0.45
"Gael-Cholaiste Chill Dara, Seanbhóthar Luimnigh, Nas na Ríogh ",Gael Choláiste Chill Dara,ChIJc-mcyLx4Z0gR2MgzAMev8kQ,-33,6,2,1,1,8,7,0,0,0,0,0,0,2,2,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,35,1.06
"*Dominican College, Droichead Nua ",Newbridge College,ChIJcdae9vx_XUgROK13eKIlnLg,137,24,15,17,7,17,6,2,0,0,0,2,0,21,1,0,1,1,2,4,6,1,0,1,2,3,0,0,2,2,1,2,0,140,1.02
"Coláiste Naomh Mhuire, Clochar na Trocaire, Nas ",st.marys collage,ChIJzZS7sB0MZ0gRnVtm8nw3UB8,147,17,25,19,1,24,12,2,1,0,0,0,0,14,3,0,1,1,0,2,9,0,1,0,0,3,4,1,4,1,1,0,0,146,0.99
"Salesian College, Maynooth Road, Celbridge ",Salesian College,ChIJ4wQpvrRxZ0gRnyyorotH-Ss,111,6,5,4,3,38,0,0,0,0,0,5,2,26,6,1,1,0,0,2,2,0,0,0,1,0,0,0,0,1,0,1,0,104,0.94
"Confey Community College, Confey, Leixlip ",Confey Community College Leixlip,ChIJucUxoB1yZ0gRemQXMCfUp78,102,8,4,11,1,24,0,0,0,0,0,4,2,20,10,0,0,1,0,2,3,0,0,0,0,2,0,0,1,0,0,1,0,94,0.92
"*Clongowes Wood College, Clane Co Kildare ",Clongowes Wood College SJ,ChIJgSsqWRh5Z0gRpFH3-vFw4Q4,89,25,17,7,0,2,3,1,0,0,0,0,1,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,82,0.92
"Maynooth Post Primary School, Moyglare Road, Maynooth ",Maynooth Post Primary,ChIJ47oJKKhxZ0gRGQakvGTONdU,182,13,17,13,1,73,3,0,0,0,0,11,3,13,3,4,0,1,0,3,0,0,1,0,0,2,2,0,1,1,0,1,0,166,0.91
"Mean Scoil Iognaid Ris, Scoil na mBraithre, Naas ",Meánscoil Iognáid Rís,ChIJX8eWS714Z0gRmCl0PUrR60w,164,29,12,12,3,23,6,0,0,0,0,0,2,25,7,1,1,0,1,0,18,0,0,0,0,5,0,0,0,0,1,1,0,147,0.9
"Mean Scoil An Teaghlaigh Naofa, Droichead Nua ",Newbridge,ChIJycrBT-Z_XUgRMMwxl6nHAAo,111,7,3,6,3,21,3,3,0,0,0,1,1,13,4,1,0,0,0,2,18,0,0,1,2,0,0,0,1,1,0,0,0,91,0.82
"Patrician Secondary School, Newbridge ",Patrician Secondary School,ChIJa78k_giAZ0gRQSn9DfJNNs8,126,11,4,12,1,17,5,1,0,0,0,0,1,12,5,1,0,0,0,2,19,2,0,1,2,3,0,0,1,1,1,1,0,103,0.82
"St Wolstan’s Community School, Ballymakealy, Clane Road, Celbridge ",Wolstan's School,ChIJ23zHCPpwZ0gRadrkAS4ri2M,157,14,19,5,0,38,3,1,0,0,0,1,2,18,10,2,0,2,1,1,3,0,0,1,0,0,2,0,4,0,0,1,0,128,0.82
"Ardscoil Rath Iomgháin, Rathangan, Kildare ",Ardscoil Rath Iomgháin,ChIJrSS3H-aCXUgRbNNy1V2QhZ8,91,6,5,2,7,8,5,0,0,0,0,1,0,5,2,4,0,1,4,0,9,0,5,0,3,4,0,3,0,0,0,0,0,74,0.81
"Scoil Mhuire Community School, Clane, Naas ",Scoil Mhuire Community School,ChIJUXO_J1AOZ0gRyloY3xqBng8,159,8,5,9,3,27,2,2,1,0,0,3,2,27,8,3,1,0,0,1,9,3,2,0,2,3,0,0,1,1,1,0,0,124,0.78
"Scoil Dara, Cill Choca, An Nas ",Scoil Dara Kilcock,ChIJwy6jzfpyZ0gRyyf25XhQKrQ,127,2,4,10,0,49,1,1,0,0,0,4,3,9,1,3,0,1,0,2,0,1,0,1,0,0,2,0,2,1,0,2,0,99,0.78
"Ardscoil na Trionóide, Rathstewart, Athy ",Ardscoil na Trionoide,ChIJCWRtZ_JvXUgRdsLPm1Z2vHk,111,7,3,8,6,14,7,2,0,0,0,0,0,1,0,1,0,0,4,0,17,1,0,0,1,11,0,1,0,0,0,0,0,84,0.76
"Coláiste Lorcain, Castledermot, Athy ",Coláiste Lorcáin,ChIJPf_ba-xvXUgRs_QaJlAb7Wg,52,2,2,3,3,5,0,0,0,0,0,0,0,3,0,1,0,1,1,0,8,0,1,0,1,7,0,0,0,0,0,0,0,38,0.73
"Cross and Passion College, Kilcullen ",Cross & Passion College,ChIJ9xBVTsGAZ0gRG_u_qhwyeRM,96,6,2,5,2,18,4,2,0,1,0,0,1,4,4,1,0,1,2,1,8,0,2,1,1,1,0,0,1,1,0,1,0,70,0.73
"Coláiste Chiarain, Pobail Scoil, Leim an Bhradáin ",Colaiste Chiarain,ChIJzUObvYpxZ0gRMPxW8ZdHE28,114,5,4,5,1,31,2,0,0,0,0,4,2,11,4,1,1,0,0,1,1,0,0,0,0,2,1,0,1,0,2,1,0,80,0.7
"Piper’s Hill College, Killashee, Naas ",Piper's Hill College,ChIJB9PCegWCZ0gR4Ulkee1PILQ,132,5,3,5,1,17,1,0,1,0,0,0,2,19,13,1,0,0,1,0,14,1,0,0,0,3,0,0,2,0,1,1,1,92,0.7
"St Conleth’s Community College, Droichead Nua ",Saint Conleth's Community College,ChIJX2X9b-R_XUgRlC9RvHMinqk,17,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,11,0.65
"St. Farnan’s Post Primary Sch., Prosperous, Naas ",St Farnan's Post Primary School,ChIJgTovxv97Z0gRODl_edEWSMU,82,2,0,4,1,15,1,1,0,0,0,1,4,7,1,1,0,0,0,1,4,1,0,1,1,4,1,0,1,0,1,0,0,53,0.65
"St Paul’s Secondary School, Monasterevin ",St Paul's Secondary School,ChIJeSijRKp3XUgRVpS9tKnfjuw,40,3,1,1,0,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,22,0.55
"Kildare Town Community School, Dunmurray Road, Kildare, ",Kildare Town Community School,ChIJDWtd0rd4XUgReo3X_2mmZSU,132,2,1,0,1,21,2,0,0,0,0,0,0,6,3,3,0,0,1,1,19,0,0,0,1,8,1,0,0,0,0,0,0,70,0.53
"Athy Community College, Tomard, Athy, Co.Kildare ",Athy College,ChIJyzZcJYxvXUgR8iEx6fawvDg,50,0,2,0,1,4,0,1,0,0,0,2,0,2,1,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,26,0.52
"Post Primary School, Mc Swiney Road, Curragh ",Curragh Post Primary School,ChIJOyEvOqR_XUgRi5tP78SpyuY,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.14
"Loreto Convent, Granges Road, Kilkenny ",Loreto Secondary School,ChIJ9wWO63A6XUgRljM8QXTe8aU,136,16,11,11,15,10,6,17,2,0,0,0,0,4,0,1,7,3,0,1,3,0,0,1,3,20,1,3,3,0,1,0,0,139,1.02
"St Kieran’s College, College Road, Kilkenny ",St Kieran's College,ChIJnRVndJswXUgROSEySIA6phA,117,18,5,14,19,7,1,5,1,0,0,0,0,3,0,0,2,1,0,0,10,0,1,0,3,19,0,3,0,0,0,0,0,112,0.96
"Scoil na mBraithre Criostaí, Sraid Seamais, Kilkenny ",Mean Scoil na mBraithre Criostai,ChIJyXlvGXY6XUgRJlLRVahzwEE,104,7,3,3,8,8,0,15,0,0,0,0,0,3,0,0,6,0,0,2,14,0,0,0,1,28,0,1,0,0,0,0,0,99,0.95
"Coláiste Pobal Osraí, Bothar Urmhumhan, Cill Chainnigh ",Colaiste Pobail Osrai,ChIJCcQ1lJ4wXUgR8998mq6VCWU,34,2,1,2,5,4,8,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,32,0.94
"Kilkenny College, Castlecomer Road, Kilkenny ",Kilkenny College,ChIJmXYslBM6XUgRn2aQABJ-Mus,119,26,17,7,13,5,4,5,0,0,0,0,0,12,0,1,2,0,2,0,6,0,0,0,3,8,0,0,0,0,0,0,0,111,0.93
"Coláiste Mhuire, Johnstown ",Colaiste Mhuire,ChIJIb004pIgXUgRIWBKTbexTh4,68,1,0,1,4,1,1,5,0,0,0,0,0,2,0,0,2,1,0,0,2,0,0,0,6,29,0,1,0,1,0,0,0,57,0.84
"Presentation Convent, Secondary School, Kilkenny ",Presentation Secondary School,ChIJETlhUpYwXUgRSI2v95ri6FI,110,4,6,6,2,16,3,11,0,0,0,0,0,4,0,0,3,1,2,0,5,2,0,0,1,22,1,3,0,0,0,0,0,92,0.84
"Coláiste Éamann Ris, Kilkenny Road, Callan ",Edmund Rice College,ChIJZXwIJBcsXUgRtupzFbirAbU,32,2,0,0,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,1,10,0,0,0,0,0,0,0,25,0.78
"Castlecomer Commnunity School, Castlecomer ",Castlecomer Community School,ChIJBwv9vzc-XUgR5smoVCN1Ois,91,3,1,7,8,2,2,8,2,0,0,0,0,2,0,0,2,0,1,0,11,0,1,0,0,18,0,1,1,0,0,1,0,71,0.78
"St Brigid’s College, Calainn, Cill Chainnigh ",St Brigids College,ChIJZXwIJBcsXUgRfyYVEUuIRUQ,41,3,1,3,3,3,2,0,0,0,0,0,0,1,1,1,2,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,31,0.76
"Scoil Aireagail, Ballyhale, Kilkenny ",Scoil Aireagail,ChIJFZR9wMDMQkgReCoJXyhsaA0,29,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,11,0,0,0,0,0,0,0,21,0.72
"Grennan College, Ladywell Street, Thomastown ",Grennan College,ChIJD1xpqvk0XUgRa6fDCx5RLNs,44,0,2,2,4,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,1,9,0,1,0,0,0,0,0,31,0.7
"Duiske College, Graignamanagh, Kilkenny, ",Duiske College,ChIJTT4jZodMXUgRAUzCChxLG_U,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,1,0,0,0,0,0,11,0.69
"Coláiste Cois Siúire, Mooncoin ",Colaiste Cois Siuire,ChIJKSUhhrvaQkgRdEIdE-rulaI,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,5,0.33
"Kilkenny City Vocational School, New Street, Kilkenny ",City Vocational School,ChIJ_VKyE5wwXUgRwzzmmofYPyA,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,4,0.11
"Community School, Mountmellick, Portlaoise ",Mountmellick Community School,ChIJ-12Av80LXUgRbyuvPZLisBA,31,0,0,0,3,2,3,0,0,0,0,1,0,2,0,6,1,1,1,0,11,0,0,1,2,0,0,1,0,0,0,0,0,35,1.13
"Heywood Community School, Ballinakill, Portlaoise ",Heywood Community School,ChIJsbXfdCkRXUgRmJsmAig5pkk,115,6,2,3,15,6,9,9,1,0,0,1,1,4,1,2,2,0,0,0,15,1,0,1,6,17,1,9,0,0,0,0,0,112,0.97
"Clonaslee College, Clonaslee, Portlaoise ",Clonaslee Vocational School,ChIJC1puOX8HXUgR-U3cOln_KdA,43,2,0,2,8,3,2,0,1,0,0,0,0,1,0,4,0,0,3,1,5,0,0,0,2,2,0,3,0,0,0,0,0,39,0.91
"Scoil Criost Ri, Presentation Secondary School, Borris Road, Portlaoise ",Scoil Chriost Ri,ChIJFRgNzcsNXUgRjn_jM7faALI,117,7,5,8,5,4,7,3,0,0,0,2,2,5,0,4,1,1,2,1,23,1,0,0,4,4,2,8,1,0,0,1,0,101,0.86
"Coláiste Iosagain Sec. School, Portarlington ",Colaiste Iosagain,ChIJR3rpQm91XUgRrGUYBb1lG6E,143,7,2,8,8,23,9,1,1,0,0,3,0,1,5,5,0,2,0,1,23,1,0,0,2,4,1,0,0,0,0,1,0,108,0.76
"Mountrath Community School, Dysartbeigh, Mountrath ",Mountrath Community School,ChIJg9cjbtgEXUgRKWiqdY5Myaw,125,6,4,3,13,4,13,5,1,0,0,0,1,3,1,2,0,0,1,0,15,0,0,0,2,11,3,1,0,0,0,0,0,89,0.71
"St.Fergal’s College, Rathdowney, Portlaoise ",ST Fergals National School,ChIJn3uhpjceXUgRDwklmR69pf0,51,2,1,2,6,2,1,2,0,0,0,0,0,0,0,1,0,1,3,0,1,0,1,0,5,3,0,4,0,0,1,0,0,36,0.71
"St Mary’s CBS, Borris Road, Portlaoise ",St. Mary's CBS,ChIJCUhgZMsNXUgRdWhQgScnh3Q,118,2,1,7,15,12,1,1,0,0,0,1,0,6,1,0,1,0,2,0,13,1,3,0,7,5,0,1,0,0,0,0,0,80,0.68
"Portlaoise College, Mountrath Rd, Portlaoise ",Portlaoise College,ChIJOaowDNUNXUgRzu28CAxEM30,62,1,0,0,5,2,1,0,1,0,0,1,2,1,0,1,0,0,1,0,6,0,0,0,1,0,0,2,0,0,0,0,0,25,0.4
"Lough Allen College, Drumkeerin, Carrick on Shannon ",Lough Allen College,ChIJI31aPfeIXkgRgDFOUWGVsxs,24,1,0,1,1,3,2,0,3,0,0,0,0,0,0,0,1,0,3,0,0,6,0,1,1,0,0,0,0,0,0,0,0,23,0.96
"Community School, Carrick-on-Shannon ",Carrick-On-Shannon Community School,ChIJL23nArKFXkgRkd7f4pJXnbY,99,3,2,11,2,13,11,0,0,0,0,0,0,3,0,6,0,1,18,0,0,14,0,0,1,0,1,0,0,0,0,0,0,86,0.87
"Mohill Community College, Mohill ",Mohill Community College,ChIJB3ilbtF9XkgRlou7TPYDfcY,84,7,4,15,3,3,6,1,0,0,0,0,0,6,0,0,0,1,3,0,0,14,0,0,0,0,3,1,0,1,0,0,0,68,0.81
"St Clare’s Comprehensive Sch, Manorhamilton ",Saint Clare's Comprehensive School,ChIJcxW_g8LwXkgRZS1MtoaqXes,88,3,3,8,0,7,7,0,2,0,0,1,0,4,0,0,1,0,5,0,0,27,0,3,0,0,0,0,0,0,0,0,0,71,0.81
"Ballinamore Community School, Ballinmore ",Leitrim County Library,ChIJgz9EsF9kXkgRSua8vkFaGX4,56,5,1,7,1,6,5,0,0,0,0,0,0,4,0,1,0,1,1,0,0,6,0,1,2,0,0,0,0,0,0,0,0,41,0.73
"Vocational School, Carrigallen ",Carrigallen Vocational School,ChIJV73Vu1ZwXkgRTlKPyDCW9IM,45,0,0,4,0,1,6,0,0,0,0,0,0,1,0,1,0,0,7,1,1,5,0,0,0,0,0,1,0,0,0,0,0,28,0.62
"Drumshanbo Vocational School, Drumshanbo, Carrick on Shannon ",Drumshanbo Vocational School,ChIJo8CoRTyJXkgRE-yVYnr3b04,60,0,0,2,0,2,1,0,1,0,1,0,0,2,0,1,0,0,5,0,0,17,1,0,2,0,0,0,1,0,1,0,0,37,0.62
"Laurel Hill Coláiste FCJ, Cnoc na Labhras, Luimneach ",Laurel Hill Colaiste FCJ,ChIJNa0KLIRcW0gRyre_Pay-Ypg,72,4,8,0,22,1,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,11,0,1,1,0,0,82,1.14
"Ardscoil Rís, Brid De Brún, North Circular Road, Limerick ",Ardscoil Mhuire,ChIJWyqFIItcW0gR8viutXX04dM,110,8,6,2,49,0,6,5,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,33,2,0,6,0,0,0,0,0,123,1.12
"Crescent College Comprehensive, Dooradoyle, Limerick City ",Crescent College Comprehensive,ChIJZzF1sXpbW0gRV9pXUNrDe1I,147,6,5,1,67,0,10,13,0,0,0,0,1,1,0,0,1,0,1,0,0,0,3,0,34,2,0,17,0,1,1,0,0,164,1.12
"Coláiste Mhuire, Askeaton ",Colaiste Mhuire,ChIJD7SHLiI5W0gRLPbw3eePP8E,70,1,1,0,17,1,2,8,1,0,0,0,0,0,0,1,3,0,2,0,2,0,8,0,18,1,0,4,0,0,1,0,0,71,1.01
"Scoil Mhuire agus Ide, Newcastle West ",Scoil Mhuire agus Ide,ChIJlQXGaPMxW0gRt9tukipis3A,72,4,3,0,21,0,1,9,1,0,0,0,0,0,0,4,2,0,1,0,1,1,3,0,11,2,0,5,0,0,0,0,0,69,0.96
"Castletroy Community College, Newtown, Castletroy ",Bucks County Community College,ChIJe9qmYMtUwYkRsQ-KHFjiNhA,177,6,3,0,83,1,11,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,40,0,0,11,1,0,0,0,0,167,0.94
"Hazelwood College, Dromcollogher ",Hazelwood College,ChIJGXZNqxXLREgR0rqkC2hLHtQ,90,4,0,2,22,1,2,9,0,0,0,0,0,0,0,1,7,1,1,0,0,0,9,1,16,1,0,6,0,0,0,0,0,83,0.92
"Coláiste Chiaráin, Croom ",Coláiste Chiaráin,ChIJI7V3BwZPW0gRj7i5GNOrH-c,104,2,1,0,28,0,8,4,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,36,1,0,4,0,0,2,0,0,92,0.88
"St.Clement’s Redemptorist College, Laurel Hill Ave., South Circular Rd., Limerick ",St Clements Redemptorist College,ChIJt8QHr4NcW0gRpt0IK75R17c,72,0,0,0,21,0,2,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,31,0,0,3,0,0,0,0,0,63,0.88
"*Villier’s School, North Circular Road, Limerick City ",Villiers Secondary School,ChIJ51Dcp41cW0gRslpvo9abeMo,86,6,5,0,23,0,7,8,0,0,0,1,0,1,0,1,1,0,3,0,0,0,0,0,15,2,0,2,0,0,0,0,0,75,0.87
"Salesian Secondary College, Pallaskenry ",Salesian Secondary College,ChIJNZMwSdlAW0gRRKibE1JgLoM,95,0,0,0,17,0,9,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,35,0,0,14,0,0,1,0,0,81,0.85
"Mercy Community College, Rathkeale ",Coláiste na Trócaire,ChIJr71PfJ03W0gRXj8ewuS4vaQ,63,2,0,0,14,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,23,0,0,6,0,0,1,0,0,53,0.84
"Gaelcholáiste Luimnigh, Meal Sior Anraí, Luimneach, Sir Harry’s Mall ",Gaelcholáiste Luimnigh,ChIJbQmh5mlcW0gRU-8hz0WaCWs,80,2,2,1,30,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,10,0,0,0,0,0,67,0.84
"John the Baptist C.S., Hospital ",John the Baptist Community School,ChIJfbGyCulVW0gRDZzUb0UNN4A,157,2,1,0,33,0,5,16,0,0,0,0,0,0,0,0,12,0,1,0,1,0,3,0,27,10,0,17,0,0,1,0,0,129,0.82
"Coláiste Íde and Iosaf, Abbeyfeale Community College, Convent St, Abbeyfeale ",Colaiste Ide agus Iosef,ChIJtepyPIfVWkgRPW6Tu2cq8iQ,97,3,2,0,15,0,4,13,2,0,0,0,0,1,0,1,4,0,2,0,0,0,8,0,16,0,0,8,0,0,0,0,0,79,0.81
"Laurel Hill Secondary School, South Circular Road,, Limerick ",Laurel Hill Secondary School,ChIJwUQIzYdcW0gRqdOyM7IGRHg,112,1,0,0,32,0,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,25,1,0,17,0,0,0,0,0,91,0.81
"Scoil na Tríonóide Naofa, Doon ",Scoil Na Tríonóide Naofa,ChIJmzHkVUKlXEgRUjhq5WTINYU,86,1,0,0,17,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,30,7,0,4,0,0,0,0,0,68,0.79
"Coláiste Iosaef, Kilmallock ",Coláiste Iósaef Community College,ChIJTfbud8ZSW0gRKfCKF__FxUU,69,0,2,0,11,0,6,3,2,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,18,1,0,5,0,0,0,0,0,54,0.78
"*Glenstal Abbey School, Murroe, Limerick ",Glenstal Abbey School,ChIJcbLpZdimXEgRhnjb79QvaYs,45,7,8,0,4,0,3,3,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,3,0,0,1,0,0,0,1,0,35,0.78
"Ard Scoil Mhuire, Corbally, Limerick ",Ardscoil Mhuire,ChIJb3DZS0BcW0gRVqfSyHg8Fqc,49,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,4,0,0,0,0,0,38,0.78
"Scoil Pol, Cillfhionain, Cill Mhoceallog ",Scoil Pol,ChIJ-wFrRXarREgRqGjv5zIoUE4,34,1,0,0,10,1,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,26,0.76
"St Munchin’s College, Corbally, Limerick City ",St Munchin's College,ChIJpXjIMjZcW0gRskhuYZcxTKw,93,0,1,0,26,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,31,0,0,5,0,0,0,0,1,69,0.74
"Desmond College, Newcastle West ",Desmond College,ChIJy_EkUY0xW0gRdBrrPFCg6Wo,77,0,0,0,11,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,8,1,0,4,0,0,0,0,0,51,0.66
Thomand Community College ,Thomond Community College,ChIJ2bBKkPlcW0gR3e46wWl9gt8,75,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,32,0,0,4,0,0,0,0,0,48,0.64
"Col.Mhic. na Braithre Criostai, Sraid Seasnain, Cathair Luimnigh ",Maryland Home Improvement Commission,ChIJ93JJgpkEyIkR0sGzLTRSpsg,75,0,0,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,1,0,0,1,0,0,0,0,38,0.51
"Coláiste Nano Nagle, Sexton Street, Limerick ",Coláiste Nano Nagle,ChIJ2fl3iGVcW0gR9uoFKtwBQyU,42,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,0,0,0,1,0,19,0.45
"Coláiste Naomh Mel, Longford ",Saint Mel's College,ChIJL4rHCZzTXUgRo-2-as3FDfQ,59,3,1,6,0,4,6,0,0,0,0,0,0,6,0,13,0,1,10,0,3,4,0,0,0,0,0,0,0,0,0,1,0,58,0.98
"Mercy Secondary School, Ballymahon, Longford ",Mercy Secondary School,ChIJHb9CqHvLXUgR2pIq5cMRp9I,89,3,2,7,3,13,20,0,1,0,0,0,0,5,0,13,0,0,5,0,1,2,0,0,2,1,2,0,1,0,0,1,0,82,0.92
"Méan Scoil Mhuire, Convent Road, Longford ",Mean Scoil Mhuire,ChIJ8UD2_J7TXUgRtIMu5rB25ng,80,7,1,6,0,5,6,0,1,0,0,1,0,9,1,11,0,0,4,1,0,6,0,3,0,0,1,1,1,3,0,0,0,68,0.85
